national_number,gen,pokemon_name,primary_type,secondary_type,classification,height_m,weight_kg,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,is_sublegendary,is_legendary,is_mythical,evochain_1,evochain_2,evochain_3,evochain_4,mega_evolution,description,image
695,VI,Heliolisk,electric,normal,Generator Pokémon,1,21,62,55,52,109,94,109,Dry Skin,Sand Veil,0,0,0,Helioptile,Heliolisk,,,,"A now-vanished desert culture treasured these Pokémon. Appropriately, when Heliolisk came to the Galar region, treasure came with them.",
696,VI,Tyrunt,rock,dragon,Royal Heir Pokémon,0.8,26,58,89,77,45,45,48,Strong Jaw,,0,0,0,Tyrunt,Tyrantrum,,,,"This is an ancient Pokémon, revived in modern times. It has a violent disposition, and it’ll tear apart anything it gets between its hefty jaws.",
697,VI,Tyrantrum,rock,dragon,Despot Pokémon,2.5,270,82,121,119,69,59,71,Strong Jaw,,0,0,0,Tyrunt,Tyrantrum,,,,"This Pokémon is from about 100,000,000 years ago. It has the presence of a king, vicious but magnificent.",
698,VI,Amaura,rock,ice,Tundra Pokémon,1.3,25.2,77,59,50,67,63,46,Refrigerate,,0,0,0,Amaura,Aurorus,,,,"This Pokémon was successfully restored from a fossil. In the past, it lived with others of its kind in cold lands where there were fewer predators.",
699,VI,Aurorus,rock,ice,Tundra Pokémon,2.7,225,123,77,72,99,92,58,Refrigerate,,0,0,0,Amaura,Aurorus,,,,"Aurorus was restored from a fossil. It’s said that when this Pokémon howls, auroras appear in the night sky.",
700,VI,Sylveon,fairy,,Intertwining Pokémon,1,23.5,95,65,65,110,130,60,Cute Charm,,0,0,0,Eevee,,,,,"By releasing enmity-erasing waves from its ribbonlike feelers, Sylveon stops any conflict.",
701,VI,Hawlucha,fighting,flying,Wrestling Pokémon,0.8,21.5,78,92,75,74,63,118,Limber,Unburden,0,0,0,Hawlucha,,,,,"It drives its opponents to exhaustion with its agile maneuvers, then ends the fight with a flashy finishing move.",
702,VI,Dedenne,electric,fairy,Antenna Pokémon,0.2,2.2,67,58,57,81,67,101,Cheek Pouch,Pickup,0,0,0,Dedenne,,,,,A Dedenne’s whiskers pick up electrical waves other Dedenne send out. These Pokémon share locations of food or electricity with one another.,
703,VI,Carbink,rock,fairy,Jewel Pokémon,0.3,5.7,50,50,150,50,150,50,Clear Body,,0,0,0,Carbink,,,,,"When beset by attackers, Carbink wipes them all out by firing high-energy beams from the gems embedded in its body.",
704,VI,Goomy,dragon,,Soft Tissue Pokémon,0.3,2.8,45,50,35,55,75,40,Sap Sipper,Hydration,0,0,0,Goomy,Sliggoo,Goodra,,,"Because most of its body is water, it will dry up if the weather becomes too arid. It’s considered the weakest dragon Pokémon.",
705,VI,Sliggoo,dragon,,Soft Tissue Pokémon,0.8,17.5,68,75,53,83,113,60,Sap Sipper,Hydration,0,0,0,Goomy,Sliggoo,Goodra,,,"Although this Pokémon isn’t very strong, its body is coated in a caustic slime that can melt through anything, so predators steer clear of it.",
706,VI,Goodra,dragon,,Dragon Pokémon,2,150.5,90,100,70,110,150,80,Sap Sipper,Hydration,0,0,0,Goomy,Sliggoo,Goodra,,,"Sometimes it misunderstands instructions and appears dazed or bewildered. Many Trainers don’t mind, finding this behavior to be adorable.",
707,VI,Klefki,steel,fairy,Key Ring Pokémon,0.2,3,57,80,91,80,87,75,Prankster,,0,0,0,Klefki,,,,,"This Pokémon is constantly collecting keys. Entrust a Klefki with important keys, and the Pokémon will protect them no matter what.",
708,VI,Phantump,ghost,grass,Stump Pokémon,0.4,7,43,70,48,50,60,38,Natural Cure,Frisk,0,0,0,Phantump,Trevenant,,,,"After a lost child perished in the forest, their spirit possessed a tree stump, causing the spirit’s rebirth as this Pokémon.",
709,VI,Trevenant,ghost,grass,Elder Tree Pokémon,1.5,71,85,110,76,65,82,56,Natural Cure,Frisk,0,0,0,Phantump,Trevenant,,,,"People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it’s kind.",
710,VI,Pumpkaboo,ghost,grass,Pumpkin Pokémon,0.4,5,49,66,70,44,55,51,Pickup,Frisk,0,0,0,Pumpkaboo,Gourgeist,,,,Spirits that wander this world are placed into Pumpkaboo’s body. They’re then moved on to the afterlife.,
711,VI,Gourgeist,ghost,grass,Pumpkin Pokémon,0.9,12.5,65,90,122,58,75,84,Pickup,Frisk,0,0,0,Pumpkaboo,Gourgeist,,,,Eerie cries emanate from its body in the dead of night. The sounds are said to be the wails of spirits who are suffering in the afterlife.,
712,VI,Bergmite,ice,,Ice Chunk Pokémon,1,99.5,55,69,85,32,35,28,Own Tempo,Ice Body,0,0,0,Bergmite,Avalugg,,,,"They chill the air around them to −150 degrees Fahrenheit, freezing the water in the air into ice that they use as armor.",
713,VI,Avalugg,ice,,Iceberg Pokémon,2,505,95,117,184,44,46,28,Own Tempo,Ice Body,0,0,0,Bergmite,Avalugg,,,,"At high latitudes, this Pokémon can be found with clusters of Bergmite on its back as it swims among the icebergs.",
714,VI,Noibat,flying,dragon,Sound Wave Pokémon,0.5,8,40,30,35,45,40,55,Frisk,Infiltrator,0,0,0,Noibat,Noivern,,,,"After nightfall, they emerge from the caves they nest in during the day. Using their ultrasonic waves, they go on the hunt for ripened fruit.",
715,VI,Noivern,flying,dragon,Sound Wave Pokémon,1.5,85,85,70,80,97,80,123,Frisk,Infiltrator,0,0,0,Noibat,Noivern,,,,"Aggressive and cruel, this Pokémon will ruthlessly torment enemies that are helpless in the dark.",
716,VI,Xerneas,fairy,,Life Pokémon,3,215,126,131,95,131,98,99,Fairy Aura,,0,1,0,Xerneas,,,,,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,
717,VI,Yveltal,dark,flying,Destruction Pokémon,5.8,203,126,131,95,131,98,99,Dark Aura,,0,1,0,Yveltal,,,,,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.",
718,VI,Zygarde,dragon,ground,Order Pokémon,5,305,108,100,121,81,95,95,Aura Break (Standard),Power Construct (Some 10%/50%/Complete Forme),0,1,0,Zygarde,,,,,This is Zygarde’s form when about half of its pieces have been assembled. It plays the role of monitoring the ecosystem.,
719,VI,Diancie,rock,fairy,Jewel Pokémon,0.7,8.8,50,100,150,100,150,50,Clear Body,,0,0,1,Diancie,,,,Mega Diancie,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",
720,VI,Hoopa,psychic,ghost,Mischief Pokémon,0.5,9,80,110,60,150,130,70,Magician,,0,0,1,Hoopa,,,,,"In its true form, it possesses a huge amount of power. Legends of its avarice tell how it once carried off an entire castle to gain the treasure hidden within.",
721,VI,Volcanion,fire,water,Steam Pokémon,1.7,195,80,110,120,130,90,70,Water Absorb,,0,0,1,Volcanion,,,,,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.,
722,VII,Rowlet,grass,flying,Grass Quill Pokémon,0.3,1.5,68,55,55,50,50,42,Overgrow,,0,0,0,Rowlet,Dartrix,Decidueye,,,"It sends its feathers, which are as sharp as blades, flying in attack. Its legs are strong, so its kicks are also formidable.",
723,VII,Dartrix,grass,flying,Blade Quill Pokémon,0.7,16,78,75,75,70,70,52,Overgrow,,0,0,0,Rowlet,Dartrix,Decidueye,,,"This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you.",
724,VII,Decidueye,grass,ghost,Arrow Quill Pokémon,1.6,36.6,78,107,75,100,100,70,Overgrow,,0,0,0,Rowlet,Dartrix,Decidueye,,,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus.",
725,VII,Litten,fire,,Fire Cat Pokémon,0.4,4.3,45,65,40,60,40,70,Blaze,,0,0,0,Litten,Torracat,Incineroar,,,"If you try too hard to get close to it, it won’t open up to you. Even if you do grow close, giving it too much affection is still a no-no.",
726,VII,Torracat,fire,,Fire Cat Pokémon,0.7,25,65,85,50,80,50,90,Blaze,,0,0,0,Litten,Torracat,Incineroar,,,"It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches.",
727,VII,Incineroar,fire,dark,Heel Pokémon,1.8,83,95,115,90,80,90,60,Blaze,,0,0,0,Litten,Torracat,Incineroar,,,"Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents.",
728,VII,Popplio,water,,Sea Lion Pokémon,0.4,7.5,50,54,54,66,56,40,Torrent,,0,0,0,Popplio,Brionne,Primarina,,,The balloons it inflates with its nose grow larger and larger as it practices day by day.,
729,VII,Brionne,water,,Pop Star Pokémon,0.6,17.5,60,69,69,91,81,50,Torrent,,0,0,0,Popplio,Brionne,Primarina,,,It gets excited when it sees a dance it doesn’t know. This hard worker practices diligently until it can learn that dance.,
730,VII,Primarina,water,fairy,Soloist Pokémon,1.8,44,80,74,74,126,116,60,Torrent,,0,0,0,Popplio,Brionne,Primarina,,,"To Primarina, every battle is a stage. It takes down its prey with beautiful singing and dancing.",
731,VII,Pikipek,normal,flying,Woodpecker Pokémon,0.3,1.2,35,75,30,30,30,65,Keen Eye,Skill Link,0,0,0,Pikipek,Trumbeak,Toucannon,,,It pecks at trees with its hard beak. You can get some idea of its mood or condition from the rhythm of its pecking.,
732,VII,Trumbeak,normal,flying,Bugle Beak Pokémon,0.6,14.8,55,85,50,40,50,75,Keen Eye,Skill Link,0,0,0,Pikipek,Trumbeak,Toucannon,,,It can bend the tip of its beak to produce over a hundred different cries at will.,
733,VII,Toucannon,normal,flying,Cannon Pokémon,1.1,26,80,120,75,75,75,60,Keen Eye,Skill Link,0,0,0,Pikipek,Trumbeak,Toucannon,,,They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.,
734,VII,Yungoos,normal,,Loitering Pokémon,0.4,6,48,70,30,30,30,45,Stakeout,Strong Jaw,0,0,0,Yungoos,Gumshoos,,,,"Its stomach takes up most of its long torso. It’s a big eater, so the amount Trainers have to spend on its food is no laughing matter.",
735,VII,Gumshoos,normal,,Stakeout Pokémon,0.7,14.2,88,110,60,55,60,45,Stakeout,Strong Jaw,0,0,0,Yungoos,Gumshoos,,,,"Although it wasn’t originally found in Alola, this Pokémon was brought over a long time ago when there was a huge Rattata outbreak.",
736,VII,Grubbin,bug,,Larva Pokémon,0.4,4.4,47,62,45,55,45,46,Swarm,,0,0,0,Grubbin,Charjabug,Vikavolt,,,"Its natural enemies, like Rookidee, may flee rather than risk getting caught in its large mandibles that can snap thick tree branches.",
737,VII,Charjabug,bug,electric,Battery Pokémon,0.5,10.5,57,82,95,55,75,36,Battery,,0,0,0,Grubbin,Charjabug,Vikavolt,,,"While its durable shell protects it from attacks, Charjabug strikes at enemies with jolts of electricity discharged from the tips of its jaws.",
738,VII,Vikavolt,bug,electric,Stag Beetle Pokémon,1.5,45,77,70,90,145,75,43,Levitate,,0,0,0,Grubbin,Charjabug,Vikavolt,,,"It builds up electricity in its abdomen, focuses it through its jaws, and then fires the electricity off in concentrated beams.",
739,VII,Crabrawler,fighting,,Boxing Pokémon,0.6,7,47,82,57,42,47,63,Hyper Cutter,Iron Fist,0,0,0,Crabrawler,Crabominable,,,,Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.,
740,VII,Crabominable,fighting,ice,Woolly Crab Pokémon,1.7,180,97,132,77,62,67,43,Hyper Cutter,Iron Fist,0,0,0,Crabrawler,Crabominable,,,,It stores coldness in its pincers and pummels its foes. It can even smash thick walls of ice to bits!,
741,VII,Oricorio,fire,flying,Dancing Pokémon,0.6,3.4,75,70,70,98,70,93,Dancer,,0,0,0,Oricorio,,,,,It wins the hearts of its enemies with its passionate dancing and then uses the opening it creates to burn them up with blazing flames.,
742,VII,Cutiefly,bug,fairy,Bee Fly Pokémon,0.1,0.2,40,45,40,55,40,84,Honey Gather,Shield Dust,0,0,0,Cutiefly,Ribombee,,,,"Nectar and pollen are its favorite fare. You can find Cutiefly hovering around Gossifleur, trying to get some of Gossifleur’s pollen.",
743,VII,Ribombee,bug,fairy,Bee Fly Pokémon,0.2,0.5,60,55,60,95,70,124,Honey Gather,Shield Dust,0,0,0,Cutiefly,Ribombee,,,,It makes pollen puffs from pollen and nectar. The puffs’ effects depend on the type of ingredients and how much of each one is used.,
744,VII,Rockruff,rock,,Puppy Pokémon,0.5,9.2,45,65,40,30,40,60,Keen Eye,Vital Spirit,0,0,0,Rockruff,Lycanroc,,,,"This Pokémon can bond very strongly with its Trainer, but it also has a habit of biting. Raising a Rockruff for a long time can be challenging.",
745,VII,Lycanroc,rock,,Wolf Pokémon,0.8,25,75,115,65,55,65,112,Keen Eye,Sand Rush,0,0,0,Rockruff,Lycanroc,,,,This Lycanroc is calm and cautious. The rocks jutting from its mane are razor sharp.,
746,VII,Wishiwashi,water,,Small Fry Pokémon,0.2,0.3,45,20,20,25,25,40,Schooling,,0,0,0,Wishiwashi,,,,,"Individually, they’re incredibly weak. It’s by gathering up into schools that they’re able to confront opponents.",
747,VII,Mareanie,poison,water,Brutal Star Pokémon,0.4,8,50,53,62,43,52,45,Merciless,Limber,0,0,0,Mareanie,Toxapex,,,,The first symptom of its sting is numbness. The next is an itching sensation so intense that it’s impossible to resist the urge to claw at your skin.,
748,VII,Toxapex,poison,water,Brutal Star Pokémon,0.7,14.5,50,63,152,53,142,35,Merciless,Limber,0,0,0,Mareanie,Toxapex,,,,"To survive in the cold waters of Galar, this Pokémon forms a dome with its legs, enclosing its body so it can capture its own body heat.",
749,VII,Mudbray,ground,,Donkey Pokémon,1,110,70,100,70,45,55,45,Own Tempo,Stamina,0,0,0,Mudbray,Mudsdale,,,,Loads weighing up to 50 times as much as its own body weight pose no issue for this Pokémon. It’s skilled at making use of mud.,
750,VII,Mudsdale,ground,,Draft Horse Pokémon,2.5,920,100,125,100,55,85,35,Own Tempo,Stamina,0,0,0,Mudbray,Mudsdale,,,,Mud that hardens around a Mudsdale’s legs sets harder than stone. It’s so hard that it allows this Pokémon to scrap a truck with a single kick.,
751,VII,Dewpider,water,bug,Water Bubble Pokémon,0.3,4,38,40,52,40,72,27,Water Bubble,,0,0,0,Dewpider,Araquanid,,,,It forms a water bubble at the rear of its body and then covers its head with it. Meeting another Dewpider means comparing water-bubble sizes.,
752,VII,Araquanid,water,bug,Water Bubble Pokémon,1.8,82,68,70,92,50,132,42,Water Bubble,,0,0,0,Dewpider,Araquanid,,,,"It launches water bubbles with its legs, drowning prey within the bubbles. This Pokémon can then take its time to savor its meal.",
753,VII,Fomantis,grass,,Sickle Grass Pokémon,0.3,1.5,40,55,35,50,35,35,Leaf Guard,,0,0,0,Fomantis,Lurantis,,,,"When bathed in sunlight, this Pokémon emits a pleasantly sweet scent, which causes bug Pokémon to gather around it.",
754,VII,Lurantis,grass,,Bloom Sickle Pokémon,0.9,18.5,70,105,90,80,90,45,Leaf Guard,,0,0,0,Fomantis,Lurantis,,,,"This Pokémon resembles a beautiful flower. A properly raised Lurantis will have gorgeous, brilliant colors.",
755,VII,Morelull,grass,fairy,Illuminating Pokémon,0.2,1.5,40,35,55,65,75,15,Illuminate,Effect Spore,0,0,0,Morelull,Shiinotic,,,,Pokémon living in the forest eat the delicious caps on Morelull’s head. The caps regrow overnight.,
756,VII,Shiinotic,grass,fairy,Illuminating Pokémon,1,11.5,60,45,80,90,100,30,Illuminate,Effect Spore,0,0,0,Morelull,Shiinotic,,,,"Its flickering spores lure in prey and put them to sleep. Once this Pokémon has its prey snoozing, it drains their vitality with its fingertips.",
757,VII,Salandit,poison,fire,Toxic Lizard Pokémon,0.6,4.8,48,44,40,71,40,77,Corrosion,,0,0,0,Salandit,Salazzle,,,,Its venom sacs produce a fluid that this Pokémon then heats up with the flame in its tail. This process creates Salandit’s poisonous gas.,
758,VII,Salazzle,poison,fire,Toxic Lizard Pokémon,1.2,22.2,68,64,60,111,60,117,Corrosion,,0,0,0,Salandit,Salazzle,,,,Only female Salazzle exist. They emit a gas laden with pheromones to captivate male Salandit.,
759,VII,Stufful,normal,fighting,Flailing Pokémon,0.5,6.8,70,75,50,45,50,50,Fluffy,Klutz,0,0,0,Stufful,Bewear,,,,"Its fluffy fur is a delight to pet, but carelessly reaching out to touch this Pokémon could result in painful retaliation.",
760,VII,Bewear,normal,fighting,Strong Arm Pokémon,2.1,135,120,125,80,55,60,60,Fluffy,Klutz,0,0,0,Stufful,Bewear,,,,"Once it accepts you as a friend, it tries to show its affection with a hug. Letting it do that is dangerous—it could easily shatter your bones.",
761,VII,Bounsweet,grass,,Fruit Pokémon,0.3,3.2,42,30,38,30,38,32,Leaf Guard,Oblivious,0,0,0,Bounsweet,Steenee,Tsareena,,,"Its body gives off a sweet, fruity scent that is extremely appetizing to bird Pokémon.",
762,VII,Steenee,grass,,Fruit Pokémon,0.7,8.2,52,40,48,40,48,62,Leaf Guard,Oblivious,0,0,0,Bounsweet,Steenee,Tsareena,,,"As it twirls like a dancer, a sweet smell spreads out around it. Anyone who inhales the scent will feel a surge of happiness.",
763,VII,Tsareena,grass,,Fruit Pokémon,1.2,21.4,72,120,98,50,98,72,Leaf Guard,Queenly Majesty,0,0,0,Bounsweet,Steenee,Tsareena,,,"This feared Pokémon has long, slender legs and a cruel heart. It shows no mercy as it stomps on its opponents.",
764,VII,Comfey,fairy,,Posy Picker Pokémon,0.1,0.3,51,52,90,82,110,100,Flower Veil,Triage,0,0,0,Comfey,,,,,"Comfey picks flowers with its vine and decorates itself with them. For some reason, flowers won’t wither once they’re attached to a Comfey.",
765,VII,Oranguru,normal,psychic,Sage Pokémon,1.5,76,90,60,80,90,110,60,Inner Focus,Telepathy,0,0,0,Oranguru,,,,,With waves of its fan—made from leaves and its own fur—Oranguru skillfully gives instructions to other Pokémon.,
766,VII,Passimian,fighting,,Teamwork Pokémon,2,82.8,100,120,90,40,60,80,Receiver,,0,0,0,Passimian,,,,,"Displaying amazing teamwork, they follow the orders of their boss as they all help out in the search for their favorite berries.",
767,VII,Wimpod,bug,water,Turn Tail Pokémon,0.5,12,25,35,40,20,30,80,Wimp Out,,0,0,0,Wimpod,Golisopod,,,,"It’s nature’s cleaner—it eats anything and everything, including garbage and rotten things. The ground near its nest is always clean.",
768,VII,Golisopod,bug,water,Hard Scale Pokémon,2,108,75,125,140,60,90,40,Emergency Exit,,0,0,0,Wimpod,Golisopod,,,,"It will do anything to win, taking advantage of every opening and finishing opponents off with the small claws on its front legs.",
769,VII,Sandygast,ghost,ground,Sand Heap Pokémon,0.5,70,55,55,80,70,45,15,Water Compaction,,0,0,0,Sandygast,Palossand,,,,Grudges of the dead have possessed a mound of sand and become a Pokémon. Sandygast is fond of the shovel on its head.,
770,VII,Palossand,ghost,ground,Sand Castle Pokémon,1.3,250,85,75,110,100,75,35,Water Compaction,,0,0,0,Sandygast,Palossand,,,,"Palossand is known as the Beach Nightmare. It pulls its prey down into the sand by controlling the sand itself, and then it sucks out their souls.",
771,VII,Pyukumuku,water,,Sea Cucumber Pokémon,0.3,1.2,55,60,130,30,130,5,Innards Out,,0,0,0,Pyukumuku,,,,,"It lives in warm, shallow waters. If it encounters a foe, it will spit out its internal organs as a means to punch them.",
772,VII,Type: Null,normal,,Synthetic Pokémon,1.9,120.5,95,95,95,95,95,59,Battle Armor,,1,0,0,Type: Null,Silvally,,,,Rumor has it that the theft of top-secret research notes led to a new instance of this Pokémon being created in the Galar region.,
773,VII,Silvally,normal,,Synthetic Pokémon,2.3,100.5,95,95,95,95,95,95,RKS System,,1,0,0,Type: Null,Silvally,,,,A solid bond of trust between this Pokémon and its Trainer awakened the strength hidden within Silvally. It can change its type at will.,
774,VII,Minior,rock,flying,Meteor Pokémon,0.3,40,60,60,100,60,100,60,Shields Down,,0,0,0,Minior,,,,,"It lives in the ozone layer, where it becomes food for stronger Pokémon. When it tries to run away, it falls to the ground.",
775,VII,Komala,normal,,Drowsing Pokémon,0.4,19.9,65,115,65,75,95,65,Comatose,,0,0,0,Komala,,,,,"It stays asleep from the moment it’s born. When it falls into a deep sleep, it stops moving altogether.",
776,VII,Turtonator,fire,dragon,Blast Turtle Pokémon,2,212,60,78,135,91,85,36,Shell Armor,,0,0,0,Turtonator,,,,,Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation.,
777,VII,Togedemaru,electric,steel,Roly-Poly Pokémon,0.3,3.3,65,98,63,40,73,96,Iron Barbs,Lightning Rod,0,0,0,Togedemaru,,,,,"With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac.",
778,VII,Mimikyu,ghost,fairy,Disguise Pokémon,0.2,0.7,55,90,80,50,105,96,Disguise,,0,0,0,Mimikyu,,,,,"It wears a rag fashioned into a Pikachu costume in an effort to look less scary. Unfortunately, the costume only makes it creepier.",
779,VII,Bruxish,water,psychic,Gnash Teeth Pokémon,0.9,19,68,105,70,70,70,92,Dazzling,Strong Jaw,0,0,0,Bruxish,,,,,"It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area.",
780,VII,Drampa,normal,dragon,Placid Pokémon,3,185,78,60,85,135,91,36,Berserk,Sap Sipper,0,0,0,Drampa,,,,,"The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below.",
781,VII,Dhelmise,ghost,grass,Sea Creeper Pokémon,3.9,210,70,131,100,86,90,40,Steelworker,,0,0,0,Dhelmise,,,,,"After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon.",
782,VII,Jangmo-o,dragon,,Scaly Pokémon,0.6,29.7,45,55,65,45,45,45,Bulletproof,Soundproof,0,0,0,Jangmo-o,Hakamo-o,Kommo-o,,,They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits.,
783,VII,Hakamo-o,dragon,fighting,Scaly Pokémon,1.2,47,55,75,90,65,70,65,Bulletproof,Soundproof,0,0,0,Jangmo-o,Hakamo-o,Kommo-o,,,"The scaleless, scarred parts of its body are signs of its strength. It shows them off to defeated opponents.",
784,VII,Kommo-o,dragon,fighting,Scaly Pokémon,1.6,78.2,75,110,125,100,105,85,Bulletproof,Soundproof,0,0,0,Jangmo-o,Hakamo-o,Kommo-o,,,It clatters its tail scales to unnerve opponents. This Pokémon will battle only those who stand steadfast in the face of this display.,
785,VII,Tapu Koko,electric,fairy,Land Spirit Pokémon,1.8,20.5,70,115,85,95,75,130,Electric Surge,,1,0,0,Tapu Koko,,,,,"Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack.",
786,VII,Tapu Lele,psychic,fairy,Land Spirit Pokémon,1.2,18.6,70,85,75,130,115,95,Psychic Surge,,1,0,0,Tapu Lele,,,,,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.,
787,VII,Tapu Bulu,grass,fairy,Land Spirit Pokémon,1.9,45.5,70,130,115,85,95,75,Grassy Surge,,1,0,0,Tapu Bulu,,,,,"Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy.",
788,VII,Tapu Fini,water,fairy,Land Spirit Pokémon,1.3,21.2,70,75,115,95,130,85,Misty Surge,,1,0,0,Tapu Fini,,,,,"This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered.",
789,VII,Cosmog,psychic,,Nebula Pokémon,0.2,0.1,43,29,31,29,31,37,Unaware,,0,1,0,Cosmog,Cosmoem,Solgaleo,Lunala,,"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care.",
790,VII,Cosmoem,psychic,,Protostar Pokémon,0.1,999.9,43,29,131,29,131,37,Sturdy,,0,1,0,Cosmog,Cosmoem,Solgaleo,Lunala,,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.,
791,VII,Solgaleo,psychic,steel,Sunne Pokémon,3.4,230,137,137,107,113,89,97,Full Metal Body,,0,1,0,Cosmog,Cosmoem,Solgaleo,Lunala,,Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.,
792,VII,Lunala,psychic,ghost,Moone Pokémon,4,120,137,113,89,137,107,97,Shadow Shield,,0,1,0,Cosmog,Cosmoem,Solgaleo,Lunala,,"Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”",
793,VII,Nihilego,rock,poison,Parasite Pokémon,1.2,55.5,109,53,47,127,131,103,Beast Boost,,1,0,0,Nihilego,,,,,"A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin.",
794,VII,Buzzwole,bug,fighting,Swollen Pokémon,2.4,333.6,107,139,139,53,53,79,Beast Boost,,1,0,0,Buzzwole,,,,,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",
795,VII,Pheromosa,bug,fighting,Lissome Pokémon,1.8,25,71,137,37,137,37,151,Beast Boost,,1,0,0,Pheromosa,,,,,"A life-form that lives in another world, its body is thin and supple, but it also possesses great power.",
796,VII,Xurkitree,electric,,Glowing Pokémon,3.8,100,83,89,71,173,71,83,Beast Boost,,1,0,0,Xurkitree,,,,,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",
797,VII,Celesteela,steel,flying,Launch Pokémon,9.2,999.9,97,101,103,107,101,61,Beast Boost,,1,0,0,Celesteela,,,,,"One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms.",
798,VII,Kartana,grass,steel,Drawn Sword Pokémon,0.3,0.1,59,181,131,59,31,109,Beast Boost,,1,0,0,Kartana,,,,,"This Ultra Beast’s body, which is as thin as paper, is like a sharpened sword.",
799,VII,Guzzlord,dark,dragon,Junkivore Pokémon,5.5,888,223,101,53,97,53,43,Beast Boost,,1,0,0,Guzzlord,,,,,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives.",
800,VII,Necrozma,psychic,psychic,Prism Pokémon,2.4,230,97,107,101,127,89,79,Prism Armor,,0,1,0,Necrozma,,,,,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world.",
801,VII,Magearna,steel,fairy,Artificial Pokémon,1,80.5,80,95,115,130,115,65,Soul-Heart,,0,0,1,Magearna,,,,,It synchronizes its consciousness with others to understand their feelings. This faculty makes it useful for taking care of people.,
802,VII,Marshadow,fighting,ghost,Gloomdweller Pokémon,0.7,22.2,90,125,80,90,90,125,Technician,,0,0,1,Marshadow,,,,,"It slips into the shadows of others and mimics their powers and movements. As it improves, it becomes stronger than those it’s imitating.",
803,VII,Poipole,poison,,Poison Pin Pokémon,0.6,1.8,67,73,67,73,67,73,Beast Boost,,1,0,0,Poipole,Naganadel,,,,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,
804,VII,Naganadel,poison,dragon,Poison Pin Pokémon,3.6,150,73,73,73,127,73,121,Beast Boost,,1,0,0,Poipole,Naganadel,,,,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,
805,VII,Stakataka,rock,steel,Rampart Pokémon,5.5,820,61,131,211,53,101,13,Beast Boost,,1,0,0,Stakataka,,,,,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,
806,VII,Blacephalon,fire,ghost,Fireworks Pokémon,1.8,13,53,127,53,151,79,107,Beast Boost,,1,0,0,Blacephalon,,,,,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.",
807,VII,Zeraora,electric,,Thunderclap Pokémon,1.5,44.5,88,112,75,102,80,143,Volt Absorb,,0,0,1,Zeraora,,,,,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",
808,VII,Meltan,steel,,Hex Nut Pokémon,0.2,8,46,65,65,55,35,34,Magnet Pull,,0,0,1,Meltan,Melmetal,,,,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",
